eventID,gameID,visiting_team,home_team,inning,batting_team,outs,balls,strikes,pitch_sequence,visitor_score,home_score,batterID,batter_hand,pitcherID,pitcher_hand,catcherID,1bID,2bID,3bID,ssID,lfID,cfID,rfID,runner1b,runner2b,runner3b
324,BAL201304210,LAN,BAL,7,LAN,0,0,0,X,5,4,kempm001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,kempm001,,
325,BAL201304210,LAN,BAL,7,LAN,1,0,2,1FCFS,5,4,ethia001,L,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,kempm001,,
326,BAL201304210,LAN,BAL,7,LAN,2,1,2,*BFF1X,5,4,hairj002,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,kempm001,,
327,BAL201304210,LAN,BAL,7,LAN,2,1,1,1BS>B,5,4,ellia001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,
328,BAL201304210,LAN,BAL,7,LAN,2,2,2,1BS>B.CX,6,4,ellia001,R,mcfat001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,ellia001,
329,BAL201304210,LAN,BAL,7,LAN,3,0,2,.CFC,6,4,hernr002,R,strop001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,ellia001,
330,BAL201304210,LAN,BAL,7,BAL,1,2,2,.CCBBFX,6,4,mclon001,L,rodrp001,L,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
331,BAL201304210,LAN,BAL,7,BAL,2,2,2,BCBCX,6,4,machm001,R,rodrp001,L,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
332,BAL201304210,LAN,BAL,7,BAL,3,1,1,BSX,6,4,markn001,L,rodrp001,L,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
333,BAL201304210,LAN,BAL,8,LAN,1,2,2,BBFFS,6,4,sellj002,R,strop001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
334,BAL201304210,LAN,BAL,8,LAN,2,2,2,BFBSFX,6,4,crawc002,L,strop001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
335,BAL201304210,LAN,BAL,8,LAN,3,1,2,FFBX,6,4,ellim001,R,strop001,R,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,,
336,BAL201304210,LAN,BAL,8,BAL,1,1,1,.CBX,6,4,jonea003,R,jansk001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
337,BAL201304210,LAN,BAL,8,BAL,1,1,2,BSSX,6,4,davic003,L,jansk001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,davic003,
338,BAL201304210,LAN,BAL,8,BAL,2,0,1,CX,6,4,wietm001,B,jansk001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,davic003
339,BAL201304210,LAN,BAL,8,BAL,3,1,1,CBX,6,4,hardj003,R,jansk001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,davic003
340,BAL201304210,LAN,BAL,9,LAN,0,0,0,.X,6,4,gonza003,L,pattt001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,gonza003,,
341,BAL201304210,LAN,BAL,9,LAN,0,1,2,CBFX,6,4,kempm001,R,pattt001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,kempm001,gonza003,
342,BAL201304210,LAN,BAL,9,LAN,1,1,2,BCSX,6,4,ethia001,L,pattt001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,gonza003
343,BAL201304210,LAN,BAL,9,LAN,2,1,0,BX,7,4,hairj002,R,pattt001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,
344,BAL201304210,LAN,BAL,9,LAN,3,0,1,CX,7,4,ellia001,R,pattt001,L,wietm001,davic003,flahr001,machm001,hardj003,mclon001,jonea003,markn001,,kempm001,
345,BAL201304210,LAN,BAL,9,BAL,1,0,0,.X,7,4,flahr001,L,leagb001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,,,
346,BAL201304210,LAN,BAL,9,BAL,1,2,1,BSBX,7,4,reimn001,R,leagb001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,reimn001,,
347,BAL201304210,LAN,BAL,9,BAL,2,1,2,CF*BX,7,4,mclon001,L,leagb001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,reimn001,,
348,BAL201304210,LAN,BAL,9,BAL,3,2,0,BBX,7,4,machm001,R,leagb001,R,ellia001,gonza003,ellim001,hairj002,sellj002,crawc002,kempm001,ethia001,reimn001,,
349,BAL201305170,TBA,BAL,1,TBA,1,1,1,CBX,0,0,jennd002,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
350,BAL201305170,TBA,BAL,1,TBA,1,2,2,BBFCX,0,0,joycm001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,joycm001,,
351,BAL201305170,TBA,BAL,1,TBA,1,1,1,CBX,0,0,zobrb001,B,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,zobrb001,joycm001
352,BAL201305170,TBA,BAL,1,TBA,2,2,2,BSFBX,1,0,longe001,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,zobrb001
353,BAL201305170,TBA,BAL,1,TBA,3,1,2,BFFFX,1,0,lonej001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,zobrb001
354,BAL201305170,TBA,BAL,1,BAL,0,1,1,CBX,1,0,mclon001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,mclon001,,
355,BAL201305170,TBA,BAL,1,BAL,0,1,1,CBX,1,0,machm001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,machm001,mclon001
356,BAL201305170,TBA,BAL,1,BAL,1,0,0,X,1,0,markn001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,machm001,mclon001
357,BAL201305170,TBA,BAL,1,BAL,2,1,2,SFBS,1,0,jonea003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,machm001,mclon001
358,BAL201305170,TBA,BAL,1,BAL,2,2,1,CB*BX,1,2,davic003,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,davic003,,
359,BAL201305170,TBA,BAL,1,BAL,3,1,1,CBX,1,2,wietm001,B,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,davic003,,
360,BAL201305170,TBA,BAL,2,TBA,0,2,1,CBBX,1,2,scotl001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,scotl001,,
361,BAL201305170,TBA,BAL,2,TBA,1,2,1,BFBX,1,2,johnk003,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,scotl001,,
362,BAL201305170,TBA,BAL,2,TBA,2,2,2,FBSBS,1,2,lobaj001,B,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,scotl001,,
363,BAL201305170,TBA,BAL,2,TBA,2,1,1,BCX,1,2,escoy001,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,escoy001,scotl001,
364,BAL201305170,TBA,BAL,2,TBA,3,3,2,BBCBF>F>S,1,2,jennd002,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,escoy001,scotl001,
365,BAL201305170,TBA,BAL,2,BAL,0,2,0,BBX,1,3,hardj003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
366,BAL201305170,TBA,BAL,2,BAL,1,0,0,X,1,3,dickc001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
367,BAL201305170,TBA,BAL,2,BAL,2,1,2,CBFFFX,1,3,navay001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
368,BAL201305170,TBA,BAL,2,BAL,3,1,0,BX,1,3,mclon001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
369,BAL201305170,TBA,BAL,3,TBA,1,1,1,CBX,1,3,joycm001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
370,BAL201305170,TBA,BAL,3,TBA,1,0,0,X,1,3,zobrb001,B,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,zobrb001,,
371,BAL201305170,TBA,BAL,3,TBA,1,2,2,F1BCB1X,1,3,longe001,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,longe001,,zobrb001
372,BAL201305170,TBA,BAL,3,TBA,2,0,0,X,2,3,lonej001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,longe001,,
373,BAL201305170,TBA,BAL,3,TBA,2,3,1,BBFBB,2,3,scotl001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,scotl001,longe001,
374,BAL201305170,TBA,BAL,3,TBA,2,3,2,CFFBBB>X,5,3,johnk003,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
375,BAL201305170,TBA,BAL,3,TBA,2,3,2,BBFBCX,5,3,lobaj001,B,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,lobaj001,
376,BAL201305170,TBA,BAL,3,TBA,3,0,0,X,5,3,escoy001,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,lobaj001,
377,BAL201305170,TBA,BAL,3,BAL,1,2,2,BBCFS,5,3,machm001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
378,BAL201305170,TBA,BAL,3,BAL,2,1,2,CFBX,5,3,markn001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
379,BAL201305170,TBA,BAL,3,BAL,3,1,2,BFSS,5,3,jonea003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
380,BAL201305170,TBA,BAL,4,TBA,1,2,2,BFFBS,5,3,jennd002,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
381,BAL201305170,TBA,BAL,4,TBA,2,2,2,BCBSX,5,3,joycm001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
382,BAL201305170,TBA,BAL,4,TBA,3,1,1,BFX,5,3,zobrb001,B,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
383,BAL201305170,TBA,BAL,4,BAL,1,3,2,BSBBSX,5,3,davic003,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
384,BAL201305170,TBA,BAL,4,BAL,2,0,0,X,5,3,wietm001,B,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
385,BAL201305170,TBA,BAL,4,BAL,2,3,2,CBBFFBB,5,3,hardj003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,hardj003,,
386,BAL201305170,TBA,BAL,4,BAL,3,2,1,*BBCX,5,3,dickc001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,hardj003,,
387,BAL201305170,TBA,BAL,5,TBA,1,1,2,CFBS,5,3,longe001,R,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
388,BAL201305170,TBA,BAL,5,TBA,1,1,1,CBX,5,3,lonej001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,lonej001,,
389,BAL201305170,TBA,BAL,5,TBA,1,3,0,BBBB,5,3,scotl001,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,scotl001,lonej001,
390,BAL201305170,TBA,BAL,5,TBA,2,0,1,CX,6,3,johnk003,L,hammj002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,scotl001
391,BAL201305170,TBA,BAL,5,TBA,2,3,0,.BBBB,6,3,lobaj001,B,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,lobaj001,,scotl001
392,BAL201305170,TBA,BAL,5,TBA,2,3,2,BFCFBB>X,7,3,escoy001,R,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,escoy001,lobaj001
393,BAL201305170,TBA,BAL,5,TBA,2,2,2,CBF*BX,9,3,jennd002,R,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,jennd002,
394,BAL201305170,TBA,BAL,5,TBA,2,1,0,*BB,9,3,joycm001,L,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,jennd002
395,BAL201305170,TBA,BAL,5,TBA,2,3,0,*BB.BB,9,3,joycm001,L,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,joycm001,,jennd002
396,BAL201305170,TBA,BAL,5,TBA,3,3,2,BCCBB>S,9,3,zobrb001,B,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,joycm001,,jennd002
397,BAL201305170,TBA,BAL,5,BAL,0,1,1,CBX,9,3,navay001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,navay001
398,BAL201305170,TBA,BAL,5,BAL,1,0,2,CCS,9,3,mclon001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,navay001
399,BAL201305170,TBA,BAL,5,BAL,2,0,0,X,9,4,machm001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
400,BAL201305170,TBA,BAL,5,BAL,3,0,0,X,9,4,markn001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
401,BAL201305170,TBA,BAL,6,TBA,0,1,0,BX,9,4,longe001,R,burna002,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,longe001,
402,BAL201305170,TBA,BAL,6,TBA,0,0,2,.SFX,9,4,lonej001,L,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,lonej001,,longe001
403,BAL201305170,TBA,BAL,6,TBA,1,1,2,CBSX,10,4,scotl001,L,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,lonej001,,
404,BAL201305170,TBA,BAL,6,TBA,1,3,1,BBF*BX,10,4,johnk003,L,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,johnk003,lonej001
405,BAL201305170,TBA,BAL,6,TBA,2,2,2,BSCFBS,10,4,lobaj001,B,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,johnk003,lonej001
406,BAL201305170,TBA,BAL,6,TBA,2,0,0,X,12,4,escoy001,R,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,escoy001,,
407,BAL201305170,TBA,BAL,6,TBA,2,1,2,SCFBX,12,4,jennd002,R,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,jennd002,escoy001,
408,BAL201305170,TBA,BAL,6,TBA,3,1,2,BCCX,12,4,joycm001,L,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,jennd002,escoy001,
409,BAL201305170,TBA,BAL,6,BAL,0,0,2,CFX,12,4,jonea003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,jonea003,,
410,BAL201305170,TBA,BAL,6,BAL,1,1,1,CBX,12,4,davic003,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,jonea003,,
411,BAL201305170,TBA,BAL,6,BAL,3,3,2,BCFBBFFX,12,4,wietm001,B,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
412,BAL201305170,TBA,BAL,7,TBA,1,2,2,BCSBFX,12,4,zobrb001,B,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
413,BAL201305170,TBA,BAL,7,TBA,1,3,0,BBBB,12,4,longe001,R,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,longe001,,
414,BAL201305170,TBA,BAL,7,TBA,2,0,1,CX,12,4,lonej001,L,pattt001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,longe001,,
415,BAL201305170,TBA,BAL,7,BAL,1,2,1,BTBX,12,4,hardj003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
416,BAL201305170,TBA,BAL,7,BAL,2,0,0,X,12,4,dickc001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
417,BAL201305170,TBA,BAL,7,BAL,3,1,0,BX,12,4,navay001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
418,BAL201305170,TBA,BAL,8,TBA,1,3,2,.BBBCSFC,12,4,scotl001,L,matub001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
419,BAL201305170,TBA,BAL,8,TBA,2,2,0,BBX,12,4,johnk003,L,matub001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
420,BAL201305170,TBA,BAL,8,TBA,3,3,2,BBCBFX,12,4,lobaj001,B,matub001,L,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
421,BAL201305170,TBA,BAL,8,BAL,0,0,0,X,12,4,mclon001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,mclon001
422,BAL201305170,TBA,BAL,8,BAL,1,1,1,TBX,12,5,machm001,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
423,BAL201305170,TBA,BAL,8,BAL,1,0,2,FFX,12,5,markn001,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,markn001,,
424,BAL201305170,TBA,BAL,8,BAL,2,1,0,BX,12,5,jonea003,R,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,markn001,,
425,BAL201305170,TBA,BAL,8,BAL,2,1,0,BX,12,5,davic003,L,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,davic003,markn001
426,BAL201305170,TBA,BAL,8,BAL,2,0,0,X,12,7,wietm001,B,hellj001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,wietm001,,
427,BAL201305170,TBA,BAL,8,BAL,2,0,1,.CX,12,7,hardj003,R,farnk001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,hardj003,wietm001,
428,BAL201305170,TBA,BAL,8,BAL,2,1,1,BCX,12,10,dickc001,L,farnk001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,,,
429,BAL201305170,TBA,BAL,8,BAL,2,3,2,CBCFFBBX,12,10,navay001,R,farnk001,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,navay001,,
430,BAL201305170,TBA,BAL,8,BAL,3,2,0,.BBX,12,10,mclon001,L,peraj002,R,lobaj001,lonej001,zobrb001,longe001,escoy001,johnk003,jennd002,joycm001,navay001,,
431,BAL201305170,TBA,BAL,9,TBA,1,0,0,.X,12,10,escoy001,R,strop001,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
432,BAL201305170,TBA,BAL,9,TBA,2,2,2,BBFFX,12,10,jennd002,R,strop001,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
433,BAL201305170,TBA,BAL,9,TBA,3,2,1,BBSX,12,10,joycm001,L,strop001,R,wietm001,davic003,navay001,machm001,hardj003,dickc001,jonea003,markn001,,,
434,BAL201305170,TBA,BAL,9,BAL,1,0,1,.FX,12,10,machm001,R,peraj002,R,lobaj001,lonej001,zobrb001,longe001,escoy001,fulds001,jennd002,joycm001,,,
435,BAL201305170,TBA,BAL,9,BAL,2,0,2,CSFX,12,10,markn001,L,peraj002,R,lobaj001,lonej001,zobrb001,longe001,escoy001,fulds001,jennd002,joycm001,,,
436,BAL201305170,TBA,BAL,9,BAL,3,3,2,BLBTFBX,12,10,jonea003,R,peraj002,R,lobaj001,lonej001,zobrb001,longe001,escoy001,fulds001,jennd002,joycm001,,,
