ID,Last,First,Play debut,Mgr debut,Coach debut,Ump debut
ellib102,"Ellison","Babe",09/18/1916,,,
ellij001,"Ellison","Jason",05/09/2003,,,
ellsj001,"Ellsbury","Jacoby",06/30/2007,,,
ellsd101,"Ellsworth","Dick",06/22/1958,,,
ellss001,"Ellsworth","Steve",04/07/1988,,,
elmoj001,"Elmore","Jake",08/11/2012,,,
elmov101,"Elmore","Verdo",09/11/1924,,,
elshr101,"Elsh","Roy",04/19/1923,,,
elstk001,"Elster","Kevin",09/02/1986,,,
elstd101,"Elston","Don",09/17/1953,,,
elvin001,"Elvira","Narciso",09/09/1990,,,
ely-h101,"Ely","Harry",09/24/1892,,,
ely-j001,"Ely","John",04/28/2010,,,
ely-b101,"Ely","Bones",06/19/1884,,,
emaub001,"Emaus","Brad",04/01/2011,,,
embra001,"Embree","Alan",09/15/1992,,,
embrr101,"Embree","Red",09/10/1941,,,
embrs101,"Embry","Slim",10/01/1923,,,
emerc102,"Emerson","Chester",09/27/1911,,,
emerc101,"Emery","Cal",07/15/1963,,04/04/1988,
emers101,"Emery","Spoke",07/18/1924,,,
emigc101,"Emig","Charlie",09/04/1896,,,
emmef101,"Emmer","Frank",04/25/1916,,,
emmeb101,"Emmerich","Bob",09/22/1923,,,
emmes101,"Emmerich","Slim",05/14/1945,,,
emslb101,"Emslie","Bob",07/25/1883,,,04/17/1890
encaa001,"Encarnacion","Angelo",05/02/1995,,,
encae001,"Encarnacion","Edwin",06/24/2005,,,
encaj001,"Encarnacion","Juan",09/02/1997,,,
encal001,"Encarnacion","Luis",07/27/1990,,,
encam001,"Encarnacion","Mario",08/26/2001,,,
endet001,"Enders","Trevor",09/02/2000,,,
endib101,"Endicott","Bill",04/21/1946,,,
engea001,"Engel","Adam",05/27/2017,,,
engej101,"Engel","Joe",05/30/1912,,,
enges001,"Engel","Steve",07/30/1985,,,
englc103,"Engle","Clyde",04/12/1909,,,
englc102,"Engle","Charlie",09/14/1925,,,
engld001,"Engle","Dave",04/14/1981,,03/31/1998,
englr101,"Engle","Rick",09/02/1981,,,
englc101,"English","Charlie",07/23/1932,,,
englw101,"English","Woody",04/26/1927,,,
englg101,"English","Gil",09/20/1931,,,
englj001,"English","Jesse",04/05/2010,,,
ennid101,"Ennis","Del",04/28/1946,,,
ennij001,"Ennis","John",04/10/2002,,,
ennir101,"Ennis","Russ",09/19/1926,,,
ennsd001,"Enns","Dietrich",08/10/2017,,,
enrib001,"Enright","Barry",06/30/2010,,,
enrig101,"Enright","George",08/08/1976,,,
enrij101,"Enright","Jack",09/26/1917,,,
ens-m101,"Ens","Mutz",09/02/1912,,,
ens-j101,"Ens","Jewel",04/28/1922,8/28/1929,04/13/1926,
ensbm001,"Ensberg","Morgan",09/20/2000,,,
enwrc101,"Enwright","Charlie",04/19/1909,,,
enyat101,"Enyart","Terry",06/17/1974,,,
enzej101,"Enzenroth","Jack",05/01/1914,,,
enzmj101,"Enzmann","Johnny",07/10/1914,,,
eovan001,"Eovaldi","Nathan",08/06/2011,,,
eppaj001,"Eppard","Jim",09/08/1987,,05/16/2012,
eppea101,"Epperly","Al",04/25/1938,,,
epplc001,"Eppley","Cody",04/23/2011,,,
eppsa101,"Epps","Aubrey",09/29/1935,,,
eppsh101,"Epps","Hal",09/09/1938,,,
epstm101,"Epstein","Mike",09/16/1966,,,
